Date,Argentina,Australia,Austria,Belgium,Bolivia,Brazil,Bulgaria,Canada,Chile,France,Germany,Hungary,Japan,Mexico,Netherlands,New Zealand,Norway,Paraguay,Peru,Poland,Russia,South Africa,Spain,Sweden,Switzerland,Ukraine,US,Uruguay
2008-03-16,151.0,214.0,810.0,118.0,383.0,247.0,920.0,2520.0,4.0,35.0,885.0,94.0,64.0,1203.0,35.0,14.0,43.0,279.0,209.0,85.0,876.0,626.0,1973.0,26.0,4.0,54.0,478.0,2592.0
2008-03-09,126.0,293.0,849.0,154.0,341.0,237.0,937.0,2808.0,2.0,36.0,1053.0,104.0,99.0,1380.0,42.0,16.0,47.0,283.0,192.0,99.0,837.0,694.0,2029.0,26.0,6.0,76.0,550.0,3229.0
2008-03-02,92.0,269.0,897.0,215.0,340.0,234.0,907.0,3052.0,2.0,66.0,1142.0,120.0,141.0,1524.0,52.0,14.0,56.0,238.0,198.0,128.0,849.0,755.0,2161.0,30.0,6.0,91.0,616.0,4059.0
2008-02-24,98.0,206.0,1015.0,275.0,299.0,221.0,1151.0,3080.0,2.0,103.0,1366.0,111.0,182.0,1615.0,69.0,12.0,59.0,208.0,203.0,126.0,900.0,950.0,2203.0,48.0,6.0,100.0,785.0,5050.0
2008-02-17,97.0,185.0,1117.0,293.0,236.0,193.0,873.0,3010.0,2.0,211.0,1594.0,196.0,234.0,1699.0,89.0,16.0,96.0,173.0,203.0,136.0,970.0,883.0,2362.0,71.0,8.0,140.0,903.0,5805.0
2008-02-10,91.0,144.0,1234.0,251.0,207.0,192.0,1065.0,2786.0,2.0,298.0,1599.0,219.0,292.0,1691.0,82.0,9.0,93.0,155.0,189.0,97.0,974.0,776.0,2116.0,72.0,9.0,157.0,879.0,5352.0
2008-02-03,89.0,141.0,1512.0,175.0,213.0,177.0,1357.0,2826.0,2.0,406.0,1461.0,332.0,402.0,1924.0,80.0,7.0,86.0,146.0,190.0,109.0,1158.0,552.0,2044.0,75.0,8.0,193.0,784.0,4928.0
2008-01-27,89.0,126.0,1660.0,179.0,225.0,168.0,1410.0,2668.0,1.0,424.0,1179.0,493.0,498.0,2218.0,69.0,10.0,79.0,155.0,176.0,98.0,1305.0,669.0,1874.0,73.0,7.0,291.0,621.0,3880.0
2008-01-20,93.0,107.0,1750.0,187.0,248.0,173.0,1709.0,2494.0,2.0,402.0,1121.0,581.0,426.0,2579.0,62.0,7.0,61.0,165.0,170.0,109.0,1183.0,486.0,1777.0,98.0,4.0,379.0,512.0,2921.0
2008-01-13,89.0,108.0,1638.0,177.0,239.0,172.0,1618.0,2474.0,2.0,457.0,1131.0,595.0,351.0,2907.0,60.0,8.0,47.0,166.0,179.0,82.0,1060.0,369.0,1799.0,144.0,3.0,389.0,446.0,2230.0
2008-01-06,93.0,167.0,1395.0,210.0,232.0,182.0,1293.0,2728.0,2.0,339.0,1267.0,344.0,283.0,1948.0,61.0,10.0,44.0,171.0,201.0,67.0,956.0,479.0,1630.0,242.0,3.0,310.0,440.0,2199.0
2007-12-30,78.0,141.0,1241.0,156.0,229.0,186.0,1295.0,3058.0,3.0,330.0,1297.0,293.0,246.0,1649.0,51.0,9.0,43.0,183.0,186.0,48.0,881.0,505.0,1915.0,336.0,4.0,240.0,398.0,2278.0
2007-12-23,91.0,131.0,1025.0,124.0,242.0,178.0,887.0,2883.0,2.0,253.0,1132.0,221.0,401.0,1854.0,44.0,4.0,32.0,198.0,184.0,47.0,797.0,436.0,1944.0,300.0,2.0,107.0,495.0,1954.0
2007-12-16,96.0,152.0,1052.0,98.0,261.0,173.0,812.0,2390.0,3.0,181.0,1163.0,120.0,338.0,1718.0,37.0,9.0,32.0,215.0,215.0,50.0,772.0,511.0,1725.0,115.0,3.0,63.0,471.0,1709.0
2007-12-09,108.0,123.0,1010.0,127.0,286.0,184.0,769.0,2156.0,2.0,125.0,1113.0,80.0,281.0,1717.0,42.0,6.0,38.0,238.0,249.0,47.0,754.0,510.0,1838.0,77.0,4.0,57.0,491.0,1618.0
2007-12-02,123.0,156.0,897.0,154.0,318.0,196.0,873.0,1949.0,2.0,109.0,1064.0,67.0,225.0,1527.0,38.0,7.0,43.0,263.0,251.0,48.0,759.0,404.0,2014.0,62.0,3.0,39.0,497.0,1632.0
2007-11-25,144.0,172.0,882.0,151.0,318.0,222.0,910.0,1911.0,2.0,92.0,1156.0,67.0,131.0,1514.0,34.0,7.0,39.0,271.0,275.0,49.0,700.0,379.0,1755.0,49.0,2.0,33.0,465.0,1700.0
2007-11-18,149.0,202.0,825.0,122.0,319.0,241.0,743.0,1972.0,3.0,76.0,1166.0,57.0,98.0,1516.0,35.0,9.0,39.0,260.0,311.0,45.0,761.0,417.0,1839.0,47.0,2.0,33.0,512.0,1465.0
2007-11-11,152.0,202.0,807.0,97.0,337.0,219.0,711.0,1896.0,3.0,77.0,1111.0,45.0,65.0,1429.0,29.0,11.0,28.0,256.0,291.0,52.0,755.0,364.0,1968.0,37.0,3.0,24.0,500.0,1644.0
2007-11-04,165.0,224.0,749.0,90.0,329.0,238.0,662.0,1717.0,4.0,77.0,1110.0,40.0,34.0,1423.0,31.0,11.0,27.0,249.0,312.0,60.0,786.0,350.0,2083.0,36.0,2.0,32.0,480.0,1594.0
2007-10-28,174.0,285.0,712.0,62.0,345.0,236.0,666.0,1628.0,5.0,57.0,978.0,52.0,22.0,1329.0,28.0,15.0,27.0,219.0,283.0,59.0,821.0,381.0,2343.0,29.0,2.0,20.0,397.0,1512.0
2007-10-21,171.0,276.0,806.0,95.0,414.0,244.0,688.0,1504.0,4.0,68.0,1061.0,50.0,13.0,1236.0,28.0,14.0,36.0,238.0,323.0,53.0,786.0,360.0,2655.0,32.0,2.0,30.0,462.0,1377.0
2007-10-14,162.0,371.0,820.0,70.0,467.0,252.0,585.0,1513.0,4.0,55.0,1016.0,52.0,9.0,1198.0,24.0,22.0,34.0,233.0,318.0,46.0,862.0,410.0,2251.0,43.0,2.0,21.0,516.0,1326.0
2007-10-07,171.0,379.0,796.0,80.0,439.0,239.0,504.0,1340.0,5.0,56.0,1039.0,69.0,6.0,1255.0,30.0,23.0,22.0,243.0,299.0,49.0,765.0,405.0,2553.0,36.0,3.0,21.0,428.0,1210.0
2007-09-30,180.0,392.0,840.0,80.0,401.0,250.0,475.0,1465.0,4.0,50.0,861.0,63.0,4.0,1183.0,30.0,19.0,24.0,264.0,308.0,55.0,827.0,406.0,2291.0,30.0,2.0,26.0,416.0,1180.0
2007-09-23,191.0,499.0,756.0,70.0,420.0,256.0,408.0,1379.0,5.0,45.0,872.0,61.0,3.0,1160.0,28.0,32.0,23.0,289.0,313.0,56.0,777.0,427.0,2801.0,30.0,2.0,30.0,460.0,1082.0
2007-09-16,175.0,574.0,739.0,55.0,388.0,288.0,396.0,1274.0,8.0,21.0,865.0,54.0,2.0,1165.0,27.0,45.0,22.0,305.0,336.0,26.0,658.0,452.0,2896.0,20.0,2.0,23.0,460.0,1041.0
2007-09-09,188.0,685.0,564.0,30.0,355.0,283.0,347.0,933.0,6.0,11.0,717.0,33.0,2.0,1070.0,27.0,53.0,18.0,327.0,342.0,12.0,609.0,255.0,3002.0,17.0,2.0,18.0,367.0,957.0
2007-09-02,239.0,847.0,529.0,18.0,384.0,262.0,350.0,832.0,6.0,8.0,602.0,28.0,2.0,957.0,21.0,62.0,17.0,339.0,312.0,9.0,554.0,178.0,3293.0,13.0,1.0,16.0,300.0,903.0
2007-08-26,269.0,1345.0,463.0,16.0,585.0,285.0,370.0,740.0,7.0,6.0,490.0,31.0,2.0,809.0,15.0,73.0,14.0,347.0,276.0,8.0,560.0,143.0,3648.0,15.0,1.0,12.0,272.0,809.0
2007-08-19,256.0,1993.0,486.0,15.0,588.0,287.0,344.0,668.0,7.0,7.0,429.0,32.0,2.0,731.0,14.0,72.0,10.0,347.0,268.0,8.0,606.0,148.0,3900.0,16.0,1.0,9.0,260.0,763.0
2007-08-12,287.0,2854.0,431.0,10.0,441.0,278.0,366.0,590.0,7.0,7.0,387.0,33.0,2.0,782.0,15.0,87.0,9.0,352.0,256.0,8.0,650.0,152.0,4253.0,14.0,1.0,8.0,237.0,744.0
2007-08-05,293.0,2680.0,462.0,12.0,393.0,254.0,343.0,648.0,7.0,7.0,385.0,34.0,2.0,820.0,12.0,72.0,9.0,378.0,255.0,9.0,604.0,149.0,3889.0,11.0,1.0,8.0,209.0,723.0
2007-07-29,285.0,2027.0,456.0,14.0,345.0,251.0,343.0,588.0,6.0,5.0,446.0,36.0,2.0,822.0,12.0,74.0,8.0,435.0,229.0,9.0,526.0,121.0,3816.0,10.0,1.0,11.0,193.0,705.0
2007-07-22,346.0,1566.0,516.0,18.0,355.0,256.0,346.0,635.0,11.0,7.0,422.0,36.0,2.0,795.0,16.0,75.0,9.0,483.0,261.0,10.0,507.0,123.0,3743.0,13.0,1.0,12.0,195.0,699.0
2007-07-15,379.0,1495.0,486.0,18.0,352.0,265.0,375.0,616.0,18.0,6.0,461.0,35.0,2.0,847.0,16.0,76.0,9.0,533.0,240.0,10.0,530.0,134.0,3665.0,12.0,1.0,15.0,195.0,705.0
2007-07-08,339.0,1300.0,535.0,23.0,319.0,288.0,403.0,778.0,23.0,7.0,542.0,38.0,2.0,830.0,15.0,62.0,9.0,490.0,259.0,11.0,557.0,126.0,3580.0,8.0,1.0,13.0,197.0,701.0
2007-07-01,379.0,1065.0,453.0,15.0,368.0,315.0,452.0,743.0,28.0,6.0,476.0,41.0,2.0,810.0,17.0,57.0,10.0,449.0,280.0,11.0,574.0,149.0,3146.0,12.0,1.0,13.0,196.0,708.0
2007-06-24,372.0,632.0,493.0,14.0,438.0,349.0,509.0,770.0,34.0,7.0,438.0,45.0,3.0,815.0,17.0,41.0,11.0,440.0,272.0,13.0,584.0,139.0,3329.0,12.0,1.0,12.0,194.0,720.0
2007-06-17,344.0,607.0,461.0,15.0,510.0,387.0,569.0,783.0,58.0,7.0,408.0,43.0,3.0,873.0,16.0,47.0,13.0,483.0,284.0,14.0,602.0,125.0,2954.0,12.0,1.0,10.0,190.0,748.0
2007-06-10,373.0,578.0,521.0,24.0,524.0,406.0,599.0,776.0,68.0,7.0,415.0,47.0,4.0,949.0,17.0,29.0,15.0,480.0,303.0,16.0,589.0,132.0,3367.0,19.0,1.0,14.0,190.0,764.0
2007-06-03,380.0,520.0,513.0,29.0,437.0,362.0,631.0,760.0,63.0,9.0,436.0,47.0,5.0,990.0,17.0,32.0,14.0,454.0,319.0,16.0,580.0,175.0,3235.0,20.0,1.0,16.0,194.0,774.0
2007-05-27,339.0,477.0,505.0,25.0,477.0,377.0,584.0,947.0,37.0,9.0,486.0,45.0,7.0,1010.0,17.0,31.0,14.0,374.0,307.0,19.0,600.0,200.0,3481.0,18.0,1.0,14.0,210.0,840.0
2007-05-20,319.0,480.0,563.0,38.0,401.0,365.0,605.0,920.0,23.0,7.0,503.0,43.0,8.0,1059.0,18.0,17.0,15.0,384.0,301.0,21.0,646.0,221.0,2947.0,22.0,1.0,14.0,226.0,850.0
2007-05-13,265.0,382.0,512.0,37.0,421.0,362.0,602.0,1054.0,16.0,6.0,520.0,43.0,14.0,1071.0,16.0,32.0,15.0,395.0,289.0,22.0,672.0,232.0,2821.0,24.0,1.0,13.0,250.0,878.0
2007-05-06,219.0,362.0,544.0,37.0,423.0,332.0,568.0,1188.0,9.0,6.0,524.0,43.0,23.0,1040.0,17.0,13.0,17.0,427.0,299.0,26.0,709.0,259.0,2928.0,26.0,1.0,11.0,287.0,931.0
2007-04-29,182.0,340.0,524.0,32.0,521.0,306.0,662.0,1258.0,9.0,6.0,468.0,43.0,52.0,1081.0,17.0,19.0,16.0,398.0,285.0,32.0,662.0,318.0,2628.0,21.0,1.0,10.0,304.0,980.0
2007-04-22,180.0,274.0,609.0,40.0,513.0,261.0,630.0,1326.0,8.0,5.0,560.0,44.0,93.0,1112.0,19.0,20.0,17.0,337.0,315.0,36.0,692.0,364.0,1944.0,23.0,2.0,9.0,323.0,1080.0
2007-04-15,158.0,314.0,631.0,41.0,517.0,267.0,617.0,1513.0,9.0,11.0,648.0,48.0,117.0,1174.0,21.0,12.0,16.0,322.0,314.0,40.0,729.0,236.0,2221.0,29.0,2.0,11.0,297.0,1243.0
2007-04-08,138.0,232.0,643.0,48.0,411.0,268.0,548.0,1744.0,6.0,16.0,747.0,50.0,195.0,1207.0,31.0,13.0,21.0,301.0,285.0,51.0,751.0,249.0,2508.0,35.0,3.0,15.0,299.0,1372.0
2007-04-01,129.0,191.0,686.0,45.0,418.0,241.0,653.0,1588.0,5.0,19.0,799.0,52.0,320.0,1159.0,31.0,13.0,25.0,313.0,263.0,61.0,789.0,294.0,2220.0,36.0,3.0,22.0,329.0,1375.0
2007-03-25,131.0,281.0,783.0,66.0,444.0,252.0,688.0,1618.0,3.0,18.0,960.0,60.0,684.0,1485.0,40.0,9.0,29.0,322.0,233.0,87.0,745.0,359.0,2124.0,35.0,4.0,30.0,379.0,1604.0
2007-03-18,125.0,235.0,901.0,94.0,425.0,240.0,753.0,1847.0,3.0,23.0,1110.0,66.0,884.0,1555.0,46.0,8.0,38.0,310.0,227.0,116.0,817.0,327.0,2198.0,40.0,5.0,45.0,443.0,1893.0
2007-03-11,118.0,242.0,1053.0,110.0,369.0,231.0,709.0,2311.0,4.0,23.0,1258.0,71.0,750.0,1678.0,60.0,7.0,57.0,323.0,199.0,159.0,897.0,432.0,2338.0,34.0,14.0,61.0,517.0,2086.0
2007-03-04,98.0,222.0,1207.0,196.0,300.0,230.0,809.0,2845.0,2.0,37.0,1592.0,100.0,748.0,1777.0,79.0,8.0,85.0,299.0,195.0,232.0,925.0,612.0,2002.0,41.0,26.0,131.0,708.0,2424.0
2007-02-25,102.0,193.0,1469.0,530.0,245.0,237.0,957.0,3006.0,2.0,77.0,1922.0,167.0,655.0,1939.0,97.0,7.0,149.0,275.0,199.0,216.0,949.0,761.0,1858.0,52.0,19.0,183.0,1111.0,2641.0
2007-02-18,111.0,163.0,1607.0,900.0,208.0,224.0,1150.0,3340.0,2.0,212.0,1982.0,229.0,478.0,2096.0,85.0,6.0,295.0,237.0,215.0,194.0,983.0,606.0,2414.0,97.0,11.0,339.0,1175.0,2941.0
2007-02-11,104.0,138.0,1453.0,976.0,225.0,197.0,1540.0,3456.0,2.0,481.0,1615.0,268.0,332.0,2057.0,55.0,4.0,256.0,192.0,188.0,141.0,1029.0,447.0,2136.0,161.0,9.0,395.0,1107.0,2970.0
2007-02-04,108.0,134.0,1348.0,531.0,232.0,165.0,1953.0,3309.0,2.0,567.0,1381.0,322.0,210.0,2229.0,46.0,4.0,199.0,182.0,209.0,136.0,1174.0,408.0,1797.0,303.0,5.0,322.0,775.0,2806.0
2007-01-28,106.0,105.0,1250.0,294.0,248.0,167.0,2714.0,2965.0,2.0,386.0,1139.0,229.0,114.0,2538.0,37.0,3.0,133.0,178.0,183.0,67.0,1497.0,330.0,1662.0,279.0,5.0,188.0,418.0,2409.0
2007-01-21,100.0,99.0,1070.0,137.0,224.0,159.0,3592.0,2844.0,2.0,191.0,1014.0,190.0,62.0,2911.0,32.0,4.0,73.0,177.0,208.0,54.0,1358.0,332.0,1844.0,188.0,4.0,90.0,365.0,2182.0
2007-01-14,94.0,109.0,869.0,113.0,186.0,168.0,2845.0,2748.0,2.0,155.0,910.0,158.0,38.0,3041.0,28.0,7.0,38.0,181.0,237.0,49.0,1261.0,300.0,1714.0,169.0,3.0,65.0,372.0,1968.0
2007-01-07,82.0,128.0,964.0,113.0,197.0,157.0,1841.0,3099.0,2.0,169.0,1030.0,122.0,26.0,1987.0,32.0,6.0,39.0,181.0,209.0,41.0,1270.0,337.0,2046.0,130.0,3.0,45.0,407.0,2082.0
2006-12-31,80.0,136.0,858.0,96.0,208.0,158.0,1291.0,3722.0,3.0,209.0,1106.0,108.0,26.0,1617.0,29.0,12.0,24.0,192.0,193.0,37.0,1293.0,329.0,2284.0,109.0,5.0,47.0,425.0,2419.0
2006-12-24,87.0,165.0,793.0,109.0,235.0,156.0,1318.0,3302.0,3.0,198.0,1022.0,76.0,26.0,1740.0,27.0,15.0,21.0,197.0,177.0,36.0,1256.0,330.0,1786.0,64.0,2.0,32.0,427.0,2547.0
2006-12-17,93.0,121.0,791.0,85.0,267.0,151.0,1251.0,3008.0,2.0,120.0,1036.0,64.0,30.0,1654.0,27.0,7.0,22.0,202.0,192.0,42.0,1085.0,338.0,1626.0,32.0,2.0,27.0,418.0,2305.0
2006-12-10,109.0,113.0,803.0,83.0,312.0,167.0,1090.0,2717.0,2.0,85.0,1046.0,63.0,37.0,1725.0,30.0,6.0,25.0,214.0,227.0,45.0,962.0,342.0,1928.0,50.0,3.0,26.0,421.0,2079.0
2006-12-03,109.0,128.0,693.0,83.0,332.0,184.0,1019.0,2520.0,3.0,72.0,1006.0,62.0,41.0,1615.0,28.0,9.0,22.0,234.0,258.0,46.0,920.0,320.0,2141.0,34.0,2.0,27.0,443.0,1886.0
2006-11-26,141.0,130.0,785.0,84.0,361.0,221.0,944.0,2418.0,4.0,63.0,985.0,65.0,41.0,1464.0,27.0,11.0,24.0,242.0,301.0,46.0,873.0,339.0,2376.0,35.0,2.0,31.0,464.0,1889.0
2006-11-19,165.0,178.0,845.0,96.0,389.0,251.0,857.0,2334.0,3.0,56.0,1037.0,54.0,37.0,1409.0,25.0,15.0,23.0,263.0,298.0,47.0,850.0,319.0,2019.0,39.0,3.0,32.0,465.0,1595.0
2006-11-12,180.0,211.0,749.0,72.0,367.0,257.0,944.0,2228.0,5.0,41.0,1044.0,56.0,29.0,1372.0,26.0,11.0,23.0,259.0,287.0,50.0,827.0,305.0,2256.0,38.0,3.0,21.0,497.0,1758.0
2006-11-05,160.0,184.0,781.0,65.0,417.0,264.0,1010.0,2088.0,4.0,43.0,1044.0,54.0,20.0,1319.0,25.0,13.0,23.0,277.0,282.0,57.0,786.0,340.0,2125.0,36.0,2.0,25.0,525.0,1636.0
2006-10-29,174.0,222.0,646.0,47.0,431.0,247.0,1073.0,2048.0,4.0,39.0,918.0,57.0,13.0,1171.0,24.0,21.0,25.0,285.0,284.0,70.0,726.0,379.0,1857.0,33.0,2.0,23.0,476.0,1577.0
2006-10-22,167.0,219.0,656.0,63.0,419.0,260.0,897.0,2003.0,4.0,40.0,883.0,48.0,9.0,1163.0,23.0,14.0,26.0,305.0,300.0,76.0,851.0,410.0,2298.0,35.0,2.0,19.0,443.0,1445.0
2006-10-15,182.0,253.0,802.0,65.0,391.0,250.0,751.0,1864.0,5.0,48.0,975.0,47.0,6.0,1181.0,25.0,12.0,25.0,330.0,338.0,61.0,869.0,358.0,2596.0,48.0,2.0,19.0,379.0,1297.0
2006-10-08,191.0,281.0,684.0,58.0,405.0,226.0,757.0,1758.0,4.0,35.0,855.0,45.0,4.0,1158.0,24.0,13.0,24.0,363.0,326.0,52.0,735.0,343.0,2650.0,42.0,2.0,19.0,350.0,1230.0
2006-10-01,200.0,274.0,667.0,36.0,410.0,228.0,670.0,1770.0,4.0,31.0,729.0,46.0,4.0,988.0,22.0,21.0,26.0,400.0,359.0,49.0,709.0,341.0,2390.0,32.0,2.0,15.0,343.0,1178.0
2006-09-24,227.0,356.0,647.0,31.0,393.0,245.0,580.0,1627.0,5.0,23.0,677.0,48.0,3.0,970.0,23.0,37.0,24.0,469.0,337.0,44.0,709.0,349.0,2687.0,33.0,2.0,13.0,321.0,1133.0
2006-09-17,232.0,457.0,607.0,41.0,350.0,267.0,524.0,1427.0,6.0,16.0,675.0,44.0,3.0,994.0,28.0,35.0,28.0,566.0,370.0,22.0,660.0,320.0,3072.0,26.0,2.0,15.0,278.0,1101.0
2006-09-10,234.0,507.0,481.0,33.0,342.0,300.0,502.0,1118.0,7.0,12.0,644.0,43.0,2.0,909.0,28.0,44.0,23.0,596.0,364.0,12.0,639.0,243.0,3332.0,16.0,2.0,18.0,251.0,965.0
2006-09-03,234.0,570.0,505.0,21.0,346.0,271.0,447.0,931.0,6.0,9.0,615.0,47.0,1.0,856.0,21.0,52.0,19.0,531.0,372.0,10.0,613.0,190.0,2798.0,13.0,2.0,16.0,222.0,861.0
2006-08-27,271.0,749.0,520.0,16.0,425.0,281.0,466.0,801.0,6.0,8.0,595.0,48.0,1.0,786.0,19.0,54.0,12.0,486.0,338.0,11.0,627.0,171.0,2950.0,21.0,1.0,12.0,212.0,760.0
2006-08-20,250.0,704.0,517.0,16.0,477.0,312.0,471.0,752.0,8.0,8.0,502.0,49.0,2.0,731.0,16.0,58.0,11.0,420.0,337.0,12.0,650.0,145.0,3002.0,20.0,1.0,10.0,205.0,741.0
2006-08-13,228.0,796.0,449.0,14.0,359.0,298.0,480.0,774.0,10.0,9.0,443.0,50.0,2.0,713.0,15.0,60.0,10.0,379.0,287.0,12.0,605.0,163.0,3062.0,16.0,1.0,10.0,203.0,717.0
2006-08-06,238.0,765.0,385.0,9.0,347.0,291.0,530.0,736.0,9.0,7.0,387.0,42.0,2.0,790.0,16.0,59.0,8.0,387.0,268.0,13.0,580.0,140.0,3130.0,16.0,1.0,8.0,207.0,681.0
2006-07-30,215.0,742.0,374.0,9.0,381.0,284.0,564.0,744.0,7.0,6.0,332.0,39.0,3.0,737.0,15.0,73.0,8.0,423.0,260.0,13.0,552.0,136.0,2975.0,17.0,1.0,10.0,206.0,677.0
2006-07-23,252.0,670.0,483.0,11.0,343.0,288.0,641.0,707.0,8.0,5.0,313.0,40.0,3.0,774.0,14.0,68.0,8.0,488.0,251.0,14.0,582.0,143.0,3205.0,14.0,1.0,10.0,201.0,695.0
2006-07-16,272.0,621.0,499.0,7.0,286.0,302.0,666.0,724.0,11.0,6.0,329.0,39.0,3.0,753.0,14.0,55.0,9.0,549.0,278.0,15.0,595.0,146.0,3225.0,19.0,1.0,9.0,204.0,695.0
2006-07-09,261.0,512.0,454.0,15.0,281.0,317.0,667.0,786.0,10.0,5.0,338.0,40.0,5.0,759.0,17.0,83.0,10.0,454.0,328.0,16.0,631.0,178.0,3623.0,10.0,1.0,8.0,207.0,717.0
2006-07-02,232.0,567.0,496.0,14.0,303.0,344.0,711.0,785.0,8.0,5.0,344.0,42.0,5.0,660.0,13.0,102.0,10.0,340.0,296.0,17.0,641.0,206.0,4091.0,13.0,1.0,8.0,216.0,735.0
2006-06-25,243.0,523.0,513.0,14.0,335.0,378.0,710.0,752.0,8.0,5.0,367.0,42.0,6.0,770.0,17.0,80.0,11.0,335.0,313.0,19.0,622.0,241.0,3344.0,17.0,1.0,8.0,221.0,706.0
2006-06-18,223.0,476.0,488.0,26.0,419.0,409.0,646.0,858.0,7.0,6.0,418.0,42.0,9.0,780.0,16.0,47.0,12.0,330.0,316.0,19.0,678.0,250.0,3571.0,18.0,1.0,8.0,228.0,729.0
2006-06-11,219.0,410.0,529.0,30.0,501.0,370.0,688.0,951.0,5.0,7.0,508.0,43.0,13.0,815.0,15.0,28.0,15.0,344.0,355.0,21.0,705.0,232.0,4619.0,20.0,2.0,10.0,239.0,775.0
2006-06-04,211.0,406.0,539.0,36.0,625.0,390.0,705.0,940.0,5.0,9.0,603.0,40.0,7.0,776.0,14.0,36.0,15.0,313.0,304.0,23.0,668.0,264.0,4707.0,20.0,1.0,9.0,249.0,818.0
2006-05-28,207.0,425.0,522.0,39.0,513.0,432.0,717.0,1078.0,5.0,11.0,573.0,39.0,6.0,823.0,16.0,26.0,14.0,281.0,364.0,23.0,694.0,254.0,4159.0,19.0,1.0,9.0,255.0,884.0
2006-05-21,205.0,432.0,553.0,29.0,513.0,406.0,811.0,1172.0,4.0,9.0,508.0,39.0,6.0,894.0,13.0,31.0,14.0,276.0,376.0,24.0,796.0,258.0,3975.0,24.0,1.0,10.0,269.0,927.0
2006-05-14,183.0,382.0,570.0,45.0,561.0,376.0,864.0,1173.0,6.0,8.0,497.0,42.0,6.0,909.0,15.0,21.0,16.0,287.0,394.0,28.0,729.0,189.0,3212.0,23.0,1.0,12.0,285.0,939.0
2006-05-07,172.0,316.0,565.0,43.0,491.0,339.0,771.0,1276.0,4.0,12.0,541.0,45.0,7.0,869.0,15.0,16.0,17.0,255.0,358.0,32.0,723.0,191.0,3048.0,25.0,1.0,14.0,307.0,1003.0
2006-04-30,185.0,367.0,506.0,45.0,499.0,325.0,743.0,1445.0,4.0,12.0,542.0,52.0,8.0,855.0,17.0,19.0,22.0,253.0,334.0,37.0,732.0,187.0,2573.0,29.0,2.0,14.0,325.0,1060.0
2006-04-23,166.0,319.0,562.0,38.0,454.0,311.0,768.0,1632.0,5.0,16.0,604.0,61.0,7.0,844.0,20.0,14.0,25.0,287.0,311.0,43.0,760.0,211.0,2398.0,31.0,3.0,15.0,343.0,1090.0
2006-04-16,152.0,281.0,621.0,53.0,509.0,289.0,812.0,1769.0,6.0,18.0,665.0,70.0,7.0,933.0,24.0,16.0,29.0,237.0,331.0,57.0,796.0,253.0,2241.0,33.0,3.0,25.0,366.0,1191.0
2006-04-09,130.0,324.0,699.0,62.0,431.0,275.0,896.0,1854.0,5.0,22.0,729.0,85.0,8.0,880.0,25.0,13.0,31.0,207.0,235.0,82.0,893.0,316.0,2343.0,37.0,4.0,33.0,386.0,1363.0
2006-04-02,169.0,356.0,851.0,81.0,402.0,253.0,1075.0,2169.0,6.0,32.0,836.0,105.0,11.0,980.0,31.0,18.0,33.0,202.0,256.0,115.0,887.0,389.0,2312.0,51.0,4.0,48.0,412.0,1574.0
2006-03-26,143.0,297.0,916.0,147.0,431.0,262.0,1200.0,2326.0,6.0,34.0,899.0,128.0,20.0,950.0,53.0,13.0,42.0,209.0,210.0,116.0,866.0,442.0,2782.0,98.0,5.0,86.0,412.0,1896.0
2006-03-19,121.0,261.0,1054.0,193.0,443.0,246.0,1033.0,2752.0,6.0,61.0,1043.0,141.0,34.0,1038.0,62.0,16.0,42.0,219.0,229.0,130.0,849.0,509.0,2199.0,114.0,5.0,138.0,411.0,2057.0
2006-03-12,120.0,305.0,1021.0,217.0,428.0,245.0,1057.0,2843.0,4.0,65.0,1047.0,131.0,54.0,1088.0,61.0,14.0,42.0,207.0,232.0,150.0,813.0,486.0,2160.0,132.0,7.0,148.0,370.0,2170.0
2006-03-05,109.0,278.0,909.0,252.0,373.0,223.0,913.0,3533.0,3.0,75.0,1129.0,125.0,100.0,1069.0,61.0,20.0,43.0,196.0,247.0,116.0,756.0,434.0,2179.0,136.0,9.0,139.0,338.0,2457.0
2006-02-26,95.0,235.0,928.0,263.0,308.0,208.0,1069.0,3310.0,4.0,117.0,1162.0,121.0,156.0,1131.0,72.0,21.0,61.0,210.0,207.0,93.0,698.0,436.0,2244.0,87.0,9.0,129.0,343.0,2564.0
2006-02-19,91.0,197.0,845.0,326.0,250.0,196.0,1156.0,2793.0,3.0,172.0,1162.0,92.0,327.0,1137.0,66.0,9.0,75.0,222.0,258.0,79.0,768.0,413.0,2380.0,59.0,7.0,97.0,340.0,2567.0
2006-02-12,90.0,157.0,884.0,297.0,197.0,171.0,1326.0,2503.0,2.0,221.0,1126.0,75.0,546.0,1064.0,70.0,11.0,85.0,224.0,211.0,63.0,753.0,344.0,1958.0,41.0,11.0,75.0,329.0,2437.0
2006-02-05,97.0,164.0,854.0,245.0,202.0,165.0,1305.0,2587.0,1.0,262.0,1175.0,61.0,806.0,1169.0,52.0,9.0,91.0,245.0,192.0,55.0,742.0,329.0,2169.0,46.0,6.0,64.0,337.0,2221.0
2006-01-29,105.0,127.0,824.0,163.0,228.0,159.0,1163.0,2401.0,2.0,242.0,1180.0,67.0,1070.0,1222.0,39.0,8.0,60.0,258.0,194.0,57.0,744.0,304.0,1991.0,25.0,5.0,39.0,358.0,2155.0
